Protocol,Dst Port,Src Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Bwd Packet Length Max,Flow IAT Mean,Active Mean,Idle Mean,Fwd PSH Flags,Bwd PSH Flags,Label
UDP,24847,22581,2489857.270298302,12,7,290.98844947050344,78.707997657494,31.453260793019552,50.45562259357312,71210.4514852366,1392.2190378229886,2023.3675405986885,1,0,BENIGN
UDP,45826,56236,6363937.263183746,10,12,77.86955390527949,178.00298277697712,39.130062981512474,208.2737148647221,64765.243456059405,263.73908965198075,2468.1830280590434,1,1,Attack
UDP,22196,14856,1516496.7905856122,13,9,120.07789299317382,745.3725415671519,47.49265759012341,144.25091008983713,41222.282273133584,1921.5216628124977,2700.754106023967,1,0,BENIGN
ICMP,5607,36170,338011.09473912395,9,10,171.46670681663312,254.79162268503762,75.99409145667704,19.85534871822236,37212.24644693288,3418.226654982925,986.6040758172279,0,1,BENIGN
UDP,3957,65070,514909.18088708457,14,11,77.36403116175237,186.67619889691986,20.737086607391497,105.98554202974975,47264.84259506011,1112.6222687684428,1884.2319666642516,1,1,BENIGN
TCP,16556,46405,1345165.6804719917,9,11,32.28637106249839,131.65794962656122,28.37739425592855,122.79280906518699,56859.048371702345,2584.467028804128,1028.837974201813,1,1,BENIGN
TCP,65462,19570,3458198.2030338,8,6,303.122678003174,156.11881829978054,73.36028400987668,39.90763240203462,108912.87362579552,1394.7110284132632,1273.5051199109416,0,1,BENIGN
ICMP,24850,59539,607834.3916918446,12,8,177.4172726526717,150.86885756801075,20.228698983694212,97.81376341193543,176779.79124088725,2635.3968511167814,1290.7925340594886,1,0,BENIGN
ICMP,18691,63471,1769151.458868243,11,10,108.53283258128307,225.68993384612952,149.12663395647064,29.71008218880918,115187.37294000067,1342.664056628029,3133.9394460166486,1,1,BENIGN
UDP,58503,54438,3691640.1653214116,9,8,276.03426454341957,134.22708675330387,31.859332346759967,107.9568587142279,108574.95337714147,1519.6024460358794,2601.5233867485244,1,1,BENIGN
ICMP,59051,48507,2067300.9067879273,15,8,247.2953463491571,33.099199464045846,12.266391639823585,100.21049751537986,147190.22027857302,1032.8806613094841,2541.298213220971,1,0,BENIGN
ICMP,48850,25739,257669.97072820802,9,8,230.34664123398295,107.82111412252911,37.08174844957382,56.65527381713361,239941.91216313624,965.9520358359854,6304.514861047504,0,1,BENIGN
TCP,26348,6773,8064.293055511393,7,12,434.77361726864075,179.82346466600873,42.4661109145502,42.342619253348616,98224.39783333639,2978.1545226174217,1174.208240209877,0,0,BENIGN
TCP,33190,24875,677434.6817181434,12,3,102.4520218517597,190.56239833738775,56.54997258946283,33.87482364372734,164886.24379059195,610.7796749234805,832.1810934974312,1,0,BENIGN
UDP,38309,19732,757922.1706039873,9,12,115.18545301690702,208.70922208653693,41.96083920788139,25.46402279863331,95977.96513319401,3223.2382187781413,2085.148042608889,0,0,BENIGN
ICMP,25786,10132,224707.72969258693,6,12,151.42049131865954,344.1046314289755,58.47274463776351,61.995350132125196,66589.64554974115,670.0849257803822,1086.4699880062954,0,0,BENIGN
ICMP,49057,789,335017.4440707857,14,6,290.5187239412408,91.38959276277494,146.31500058354152,138.99696327059215,250788.07954768857,2306.610811448485,2261.939077736673,1,1,BENIGN
TCP,63852,54098,1448821.7256099123,2,11,21.312610873179988,113.93811850690952,49.62312513828164,20.264841198838358,50956.17543629143,2772.39850660982,561.703882392682,1,1,BENIGN
ICMP,32699,16185,635533.6922957685,11,15,303.187922805318,20.72713944550375,92.12718674969202,42.99065694824069,144260.233585053,1806.0535732025082,1392.2695194486098,1,1,Attack
TCP,15967,30898,381778.97785162646,11,14,134.9563876445677,207.41467796889253,116.57370396588652,16.401419378886153,91922.42731476073,1555.233269113168,1263.2744993281124,1,1,BENIGN
UDP,31098,2890,974518.6133488218,15,10,93.32120842951751,49.990365354316445,79.60781988119182,69.45023048883213,97489.57758627468,2758.9401623280373,2139.009826138097,0,0,BENIGN
TCP,15883,9570,1057738.3927059986,12,5,486.8801893990389,67.33357985196044,22.13427068131103,106.97312722947764,36949.85683451762,3679.1654004872707,3960.500327680494,1,0,BENIGN
ICMP,4676,21658,1467052.3575282397,13,13,163.59045249425148,260.6393061564242,185.46068288781112,153.07728860638633,148317.46283929245,1000.5557264645602,1221.8537865112812,1,0,BENIGN
UDP,41851,10142,170443.53554176821,13,15,410.57757590823564,134.68794342190918,66.05092610985346,23.49906560687763,63411.06359862504,3114.322041311199,3931.274681455828,0,0,BENIGN
TCP,13010,19657,1352926.3274039715,9,8,33.49155852505195,146.06601639486556,44.64429100205022,21.739842936798997,107005.95053907263,2001.5891941851457,467.0579293151191,0,0,BENIGN
TCP,27844,58222,914862.7322271961,3,8,17.286976245518378,240.47102551869028,40.0125668163596,73.93580670538316,47964.5080277537,1706.3134720496043,1712.9237382863953,1,0,BENIGN
UDP,62321,21619,59295.61222526437,0,10,128.30189557966264,370.72152560423103,152.3115619060655,43.08270919243259,138693.42263257873,1483.4698540788104,4945.324489171333,0,1,BENIGN
UDP,29794,11935,1502583.8398282926,13,10,224.78998909177145,50.102261786784275,142.38593455597422,96.99483640673154,59210.16685181219,914.3846928598211,2446.1381927119796,0,1,BENIGN
TCP,39517,42538,483016.3791554617,7,13,294.75762270889743,109.87503805806523,60.641728130664696,28.95030440676596,34948.82564421288,2915.763981644273,1196.7574546279634,0,1,BENIGN
ICMP,38872,23287,401046.2869888651,9,9,177.19841058006125,120.9303854330676,34.598516427505906,37.653464523923795,208748.10672508227,2518.6390658967316,2899.6180412065246,0,1,BENIGN
TCP,63510,60484,594343.3861431279,14,7,72.39167641456831,364.6372608834705,60.14480807456157,59.332781390601035,83260.20203726777,2408.1351788174147,614.7929429786096,1,0,BENIGN
UDP,17858,7613,424915.6656665457,8,11,83.5660368441339,103.00778131047825,63.35483850995384,9.200549963936766,184819.46985954937,1505.1508667924775,2710.5144520975564,1,1,BENIGN
TCP,19628,51645,412921.22430047457,8,9,167.0364821596998,283.05775087370256,98.63058611844669,45.9974400951472,27625.256619100852,1358.4201609094132,4093.3478129643763,0,1,BENIGN
UDP,61823,32070,1650664.5080684396,5,14,24.309785324093156,332.2029262331596,94.15348752062599,24.15352560003384,13831.79123084747,3526.220306761161,489.0265421776417,0,0,BENIGN
UDP,18566,16206,132966.12883413973,9,6,383.7965675364522,106.43300035274903,102.7167602938133,149.1477295265248,471625.3170766693,1229.1936260823954,1708.6191391400607,0,1,BENIGN
ICMP,26026,27332,3526762.9127169866,6,11,197.71974411821012,52.83148940123677,75.88453183105032,73.55081275434989,113237.9461912941,2898.3796774848406,1955.4511896208076,1,1,BENIGN
UDP,52249,55898,809527.4004648771,8,14,17.644790349410684,77.07378532993575,18.26881233436517,56.45642902881046,18528.348069426534,861.0797495884178,4489.690503880302,1,0,BENIGN
UDP,55799,13935,202023.16326059715,9,9,180.1069075759537,104.48982311881502,156.54413294396062,21.04719785874364,91755.32779854332,2006.450831793686,1914.9773102177567,0,0,BENIGN
ICMP,27833,10096,140660.15101522987,12,13,95.74608606788702,80.30754879733402,116.06745660292313,75.98126193345028,114999.0071370721,2561.4169887711796,2912.337817950591,0,1,BENIGN
UDP,44117,25959,895286.6994340942,14,7,359.2347573980496,228.5780495448248,149.86589829089863,55.43209795979904,65305.50155022972,472.0453779691362,1652.5843044789733,1,0,BENIGN
ICMP,9783,37009,1002391.915525249,7,11,244.53865434491803,365.0782208840185,44.67625169898712,19.16640275930725,71709.01040333654,367.8463407370244,1724.1405570264967,1,0,BENIGN
ICMP,38651,18707,54483.39950300177,15,13,237.05524778684568,210.1212728780578,68.27929321354628,3.314917892068746,138893.20172292486,1274.195126034999,1671.978561276588,1,0,BENIGN
UDP,61584,43517,278394.5541195969,9,16,253.88881357784254,148.12837708757584,36.14307389024312,130.7108346441744,79251.67574734235,3362.546549092151,1597.571267603524,0,1,BENIGN
UDP,22367,38067,1587001.1165371453,13,14,154.50080843161294,138.8874495229513,93.24359053136465,138.7269502065623,7622.842665238466,1363.283006972296,547.7682813229615,0,0,BENIGN
TCP,28558,31473,50898.243739308695,12,10,284.77739218907374,223.71523193255953,78.43462866791704,29.68478176858618,33638.3668087857,2157.842599061436,490.8731558024081,0,1,BENIGN
ICMP,5799,34630,1931633.198802819,9,13,81.2520651137454,72.71491394335719,80.64113448931494,63.34405967494198,174545.82036392382,2588.554256592936,4848.357556109039,1,0,BENIGN
TCP,9628,46911,1073419.73236701,10,13,363.8946938322664,328.90466546166823,47.244965497760546,35.407357472414574,96408.90746349248,1692.7010589414087,49.22078369020623,0,0,BENIGN
UDP,41184,23005,569909.2885890761,11,8,308.8417449318082,224.6558724174238,96.21219409885776,108.63194589429044,87847.12821005519,2522.8205979079275,1965.616016582211,0,0,BENIGN
TCP,57564,59211,425309.9952227789,14,13,65.36180746432349,140.0522214561341,67.53797128511245,52.12523733840266,178547.72588456856,56.033919847156064,4017.3295988446166,1,0,Attack
ICMP,12467,20432,19436.63740452334,13,13,434.18821070202887,352.38340103291137,57.17285408343956,4.454118966983686,71224.86906232664,2772.7991241515965,1873.3454289676056,1,0,BENIGN
TCP,42615,56734,1744198.3214290396,15,4,36.38590389895227,265.4973900141701,60.91636284517384,70.29232862032508,293730.8574189509,1106.3678084524925,4643.005845240759,0,0,BENIGN
ICMP,12721,40089,153992.85524550726,12,8,99.34030913767977,149.964566700983,123.13273723673444,17.920166127676733,114187.26255419439,1178.528961844743,652.7727358919886,0,1,BENIGN
UDP,57609,44136,370400.1216852597,8,10,177.12732256025595,90.24587244927778,94.96897902959404,84.62149174958272,52377.38960034917,1905.9362381317073,3764.3932310250693,1,0,BENIGN
UDP,41914,50251,841895.4339875055,17,14,64.94756275438908,419.9351018844475,74.37778997729035,66.68375361780659,166660.76390865783,1064.9617481230339,1532.6240870030492,0,1,Attack
ICMP,37293,38016,282353.0967932344,12,10,80.21181336105666,160.2961452384661,169.0460908841619,30.764464294405776,144280.9114999952,1132.4498625936947,2417.1825597767074,0,1,BENIGN
UDP,61078,34503,687444.3998729438,7,5,103.92296926474265,461.86937707663145,40.019257657656986,117.69411038282719,17198.418691131923,878.359159375501,475.4495642034839,1,1,BENIGN
UDP,6560,31386,1657278.378587674,5,9,179.29391760622104,90.10557224246062,26.895891438013834,18.83077782206845,76329.21809220739,2061.8939404621556,856.453476255749,1,1,Attack
UDP,40389,4664,635893.7591705427,9,5,448.3729430950929,97.89920722481314,161.0965544831393,75.60895746916846,10922.46013208449,1765.634918570113,2872.9887717053803,0,1,Attack
UDP,19159,38678,2975485.5119509576,5,9,157.171179377023,161.62236786878464,155.06278959155998,114.97538438898422,162982.97818910464,927.5307010286101,705.9287037500883,0,0,BENIGN
ICMP,30917,52569,1880594.75098453,6,7,36.74940909792548,271.8322534386395,7.154693851841765,90.8687611207576,16872.223403242566,3585.5467879717053,3272.1124503209003,1,1,Attack
TCP,22058,12819,405024.05842996575,9,10,339.01761549603714,81.44341626896376,39.86014618211554,112.98232561598674,97145.02529828882,1064.4900205936553,4416.8681318515355,1,1,BENIGN
TCP,35893,22687,510762.5000648963,13,11,228.1291121835465,41.167809949528916,72.84262981608758,100.02676749967956,284482.55103402917,1493.016450793529,707.684405128403,1,0,BENIGN
UDP,41440,63002,550479.4241937422,6,7,85.50820414674398,21.35787346250841,68.04254006474609,114.22091872470413,271883.37342691387,2213.8827652068576,330.4792456431566,1,1,BENIGN
TCP,11707,23978,983979.4173721536,14,8,88.1631443779674,76.78134597448175,23.070036151898833,23.082853124234948,149454.92096229113,867.4399859178111,1064.2038444975642,1,0,BENIGN
TCP,50506,49833,337987.40477291483,10,5,222.29460219961098,99.68398512990817,29.579759836836146,31.375359414398517,10779.304153946292,2039.5084297110352,817.4587239339572,1,0,BENIGN
UDP,60667,40932,3481837.2793496875,10,10,200.12982479718636,233.88655332710275,91.918281140914,74.03082066218288,101247.52407770108,184.97058902608822,1733.0671305344151,0,1,BENIGN
UDP,12071,18455,938240.4250063759,4,11,245.65511216628045,154.2218361614613,308.0291821899555,86.5638951941538,36050.54924975803,2612.823761844073,4215.661351242777,1,1,Attack
TCP,58234,13359,509828.88524347014,7,12,229.08031910076545,197.4289611986697,67.2711772271841,116.10914206728675,54264.040276104555,3651.022971281152,4181.883697942241,0,0,Attack
ICMP,53007,6669,1035665.1391609901,11,10,2.535793845679598,68.0483781291502,23.150998130612567,57.61663839962829,62798.7578695952,1252.8908449933017,1922.1523209435659,1,1,Attack
UDP,40903,45785,503196.4840176424,4,17,86.41857748031806,169.88413780801667,63.23127032906847,53.54159939208868,70517.80554725205,2034.9460994685064,440.2712567021114,1,0,BENIGN
ICMP,925,40770,1702626.5896041878,14,11,195.746867894453,283.732692847171,195.955133026851,65.90064870373725,57383.25483351634,4226.204844349631,1364.4071528450393,0,1,BENIGN
TCP,51323,9922,838961.6116164433,12,9,277.72900688976773,102.34665373386731,32.083091706285906,91.71863941566687,86959.8970940746,646.0461573799935,2323.170762679378,1,1,BENIGN
UDP,26479,34960,42876.711721249645,7,5,316.5988059918619,467.8227734892955,133.49829183175976,98.8412758642668,65043.239866077274,799.4502325501117,1120.997215788587,1,1,BENIGN
ICMP,5507,32329,194503.69960492777,10,7,152.98199191997062,14.749621928064949,42.91292779067267,73.01821242363135,186353.8538796878,1731.2873300130937,1053.7249081786483,1,1,BENIGN
UDP,46419,8860,2002435.8573145617,9,9,178.06326483386545,64.01726540160803,170.09769415738927,65.82608374828048,45566.850743224204,1219.860303697547,2716.0938429206817,1,1,BENIGN
TCP,62218,58957,827592.8798509703,6,10,118.09348814292673,165.95732061300666,68.24712251916237,195.23730557310688,134113.4471223819,1049.3608893740047,3471.392302789097,0,1,Attack
ICMP,35164,23971,3002625.5076737576,16,13,125.7832346472223,145.1482864085921,57.34569307361428,71.5327771968834,58235.73294206815,1759.3496258583793,794.7336818381488,0,0,BENIGN
TCP,24605,8873,75178.72828925801,10,5,140.06602478207637,127.5199510827196,77.87905561812062,65.5762593359184,67588.36919988057,1313.8796066150146,277.80557853093325,0,0,BENIGN
TCP,15311,58317,349927.23258655873,12,13,203.44742908795416,48.265302612681396,91.81886531645397,69.42225003853143,29424.504226588553,3532.542172966224,775.5399843739261,0,0,BENIGN
UDP,8227,19231,215105.16245334214,9,5,204.05518738308692,344.66933072957426,69.07469878886019,123.82512057509864,112126.90216485906,1403.5040598404744,1869.121831408964,0,0,BENIGN
ICMP,11782,26709,807078.3018874623,4,16,226.28964854899021,27.482471435398637,56.92219115310282,64.58463544566656,205508.4891543592,2311.122835609746,2505.7314747181717,1,1,BENIGN
TCP,5516,18848,482550.5433303694,8,11,44.753499427214834,101.52506213315225,76.36386380324733,67.03534092046873,93811.35167204207,1003.5498713897252,2950.2685908585427,0,0,BENIGN
TCP,51823,55990,171112.8505932684,12,10,70.73660929761904,82.77122698615499,24.830143005856584,44.7214311723448,166023.3819940492,1113.2366233695434,2612.1568432732606,1,1,BENIGN
ICMP,36134,27106,1029324.819665999,12,13,93.85976684815505,311.6201451257715,22.430617064854857,81.9489745641062,115435.15157568507,5319.718311318429,1659.4187688390612,1,0,Attack
TCP,16973,59848,768513.9633234886,12,11,149.7451029989266,39.701052219384025,103.54306931187806,108.58107148857255,167345.64655164408,1387.2353156125037,2937.6569370089564,0,1,BENIGN
TCP,32093,4923,321219.89896803175,6,6,108.63525849706197,100.1447979934663,82.32436143436888,57.29873855976073,164237.7284437425,4193.396781704362,2311.71041271655,0,0,BENIGN
ICMP,11411,4393,653486.8674725249,13,7,379.588582190746,198.386441408619,21.336777887780297,5.570737207837089,80378.83908988249,2349.7890606721776,6487.902441248815,0,1,BENIGN
ICMP,19523,52336,1369391.286569468,7,8,186.00250559031292,112.54514212604793,100.19142787763612,167.4294109171307,130338.15428077051,7157.044221212669,425.9194836856689,1,1,BENIGN
ICMP,9096,61378,229754.95172500267,12,7,198.91124587489566,138.6553520221734,24.848499444442247,70.83857513837077,56280.3579772831,2749.1626779268167,3680.504522250052,0,1,BENIGN
ICMP,23048,13542,346591.3075464312,7,10,65.06385168409123,217.5136809533643,71.29545877988635,57.41456007588107,113820.37396286719,1114.9875268629269,154.61501465203958,0,0,BENIGN
UDP,20471,19552,424817.6469633408,13,9,350.20262173177616,181.32464019646386,54.603925121090796,57.49656058991599,64144.48612793593,277.3223699274382,4257.994008930796,0,0,BENIGN
ICMP,43130,19382,1373285.0985270836,12,7,261.22079162178494,185.86729207530473,24.129659426301963,47.51972399508605,177869.3932409196,2214.139179746379,146.89197869110347,1,1,BENIGN
UDP,8532,47784,1876811.6002183352,17,9,197.2358707574629,139.82642299585842,15.200209644033114,37.428146122377285,77570.62611749757,663.3899771546568,4493.0882827610385,0,1,BENIGN
UDP,37039,55674,472227.6949539241,8,5,119.89268517576393,100.33205451791531,41.28300286390983,66.6663641310804,75252.44730603835,1618.9720013718854,369.9881603009058,0,1,BENIGN
UDP,22404,35996,351859.2179460798,11,23,79.23631768947587,145.37476476468356,97.33235877271328,73.16384223575896,54950.91259565392,3022.561213503875,1563.350835604672,0,1,BENIGN
TCP,42675,22949,2202258.049192961,6,19,129.8560619023568,95.31542004690371,107.00289164000407,60.52328683852039,65526.905768623634,2502.3392345748925,3427.6927273574033,1,1,BENIGN
UDP,62037,26729,7361778.781589422,9,14,344.4637138369035,50.582347921557954,166.27524847282666,41.65843585357816,146887.41203183652,1782.4103313069947,1516.656713346643,1,0,BENIGN
UDP,29123,59073,1109734.8344720989,13,9,48.32879417928254,84.62744439321878,74.75228613535282,74.51523884662691,31690.663504637047,5668.1163390688325,4898.330268562794,1,0,BENIGN
TCP,16941,2025,4603233.561374757,8,9,223.39684550439202,220.43525056605273,92.32568658912678,136.3312218907597,72880.80812946666,1858.1802979229228,2734.6082908168587,0,1,BENIGN
TCP,29832,16714,1078710.4833546733,11,8,131.74085940852405,151.29190929848747,105.13293580264674,55.855206586593425,76217.29007846538,2514.9813389444157,386.60463867180675,1,1,BENIGN
TCP,57175,2487,1322231.9733451647,12,8,79.71608799037648,48.16483847570232,27.320650718966263,93.79519996190416,51387.25685361073,759.1246148061628,2116.2227269641703,1,1,BENIGN
ICMP,11280,1156,492095.46931018785,8,7,398.95015815905765,145.33987708738522,64.4959962230096,33.02310698578525,80586.85946331373,3143.856324593308,488.61488567831367,1,1,BENIGN
TCP,38221,10083,567338.7405590824,13,9,57.808000746218404,236.66382053287825,90.51906487366837,126.815796679772,240930.0178603257,1976.5643547430134,1778.8678072317725,0,0,BENIGN
TCP,60611,37246,155643.4013695428,7,11,71.41893106454489,221.89247659165846,53.22760971013728,99.62364046611978,86197.59217392361,2005.0678003172634,4639.8717076633275,0,1,Attack
UDP,52720,18570,1730194.196871022,8,19,50.732662509288694,26.693602654134036,119.79842460001285,48.08251426917924,39287.76093029473,1888.5276355341482,2199.150812999926,0,1,BENIGN
TCP,59401,7087,2674504.6606554077,10,9,85.38061832410891,259.9968958781266,107.03060715655923,133.95471523638244,24874.186179635828,532.2406310032085,1677.892105925086,1,0,BENIGN
ICMP,53052,62283,976672.9257036143,9,15,161.65376749775723,394.5574209131452,45.552280629050415,37.49830193176232,135605.85434015194,2805.7535555729614,169.35619741682967,1,1,BENIGN
TCP,6478,2318,421056.99494947575,9,9,68.05700035327558,114.820806638388,54.661460283476096,136.2134037498273,116809.62174203091,2439.0167972173367,306.083929313054,0,0,BENIGN
ICMP,56653,36390,167255.2166949265,13,12,86.76722576062744,36.032277732974016,35.150331975138855,29.078556159511947,60393.726042832044,2487.470638559818,1935.7048807551007,1,1,BENIGN
TCP,65525,4492,308097.3597850281,10,8,196.32250508107413,343.65805107499443,65.19551609367008,25.070997959833978,41616.44146416884,375.69356555389146,5298.926041755305,0,1,BENIGN
TCP,17401,15917,294922.1128762698,10,8,569.6570041021739,68.2303745574254,74.91426231017675,86.82579428542655,5490.983511319002,511.8115589049048,3857.2560533410383,1,0,Attack
TCP,6471,15249,950695.5588705137,7,18,236.1054845153294,223.1590013878368,78.85390521896785,35.90844440588356,120966.73612409802,2449.2549130912967,2763.851799722848,1,0,BENIGN
TCP,2063,2512,2901103.514293091,7,8,142.19869654584346,28.576280268361064,114.41638643939345,113.64847136135181,197576.31103439242,2755.6040832208114,2436.050256897625,0,0,BENIGN
ICMP,41799,24227,49475.88052504383,11,12,66.45004500077394,109.59146353989352,11.869293091244876,59.66462581611206,98642.06934784623,1911.9235722169065,1242.4904334321868,0,1,BENIGN
ICMP,58982,25026,1022.8224990855756,12,5,336.6859677354917,35.27347706871552,54.86300498120234,67.17405852420751,94995.86551095438,6703.353007817245,3616.046699767395,0,1,BENIGN
UDP,53474,42315,916745.6961405169,10,7,163.95393603698864,345.08816866264846,31.94436415469864,162.630977903148,31565.63228462536,2620.120111502652,796.5293309336029,1,1,BENIGN
ICMP,19881,48381,334159.55983251985,5,8,45.503747430916505,86.08076181472619,64.79567090490647,148.82738952985775,177340.68364022303,899.6726029612568,2435.5955245950036,0,1,BENIGN
TCP,34582,7849,2124843.5278596184,5,10,251.55303762764717,15.236021524710456,55.72123762851748,10.21490672980412,137622.90974155397,2367.5348563827943,2696.6654284220103,0,1,BENIGN
UDP,44440,14275,396381.9470576004,15,8,211.43484910439813,86.25687809367172,115.46851674800587,92.04630364502111,97198.67974640417,1951.214777095439,4228.185334484763,1,0,BENIGN
UDP,55409,54557,342120.80050355586,12,7,133.77635801016606,155.05660205900494,63.299948255291014,58.25188808109824,252124.5596185419,247.72436056745877,3116.267822972111,1,0,BENIGN
UDP,14309,54546,314040.5875525224,7,10,123.04078621763634,350.91896433858653,45.685042734249166,61.76283728337462,94795.39947806994,3161.865304906361,935.5636178314629,1,0,BENIGN
TCP,26028,63508,156481.69300835702,13,10,103.34385324979137,137.7058347570495,28.71558370299877,69.04415373803765,11837.10081824909,2943.85903330646,1073.6461772785224,1,0,BENIGN
ICMP,30721,30959,871151.2095704096,13,8,525.1611244542204,390.1014661404458,86.11082528045445,74.98171153863522,169980.41318739404,2093.418159745125,4368.652289354694,1,1,BENIGN
TCP,35082,50446,184179.60469740603,9,12,91.98891631023606,119.79528134627151,83.65143441002982,37.76715508518286,51026.666891609384,775.1606799178073,1566.3543002126114,1,0,Attack
UDP,9707,35234,552743.9825988285,5,11,561.6381691263749,210.51273386023968,70.59105355344151,63.5344567804229,10530.775785580503,1481.9014946646744,2235.2737157315605,1,0,BENIGN
TCP,50384,16305,617987.8583146695,16,8,232.60516281236255,294.65091449068177,34.7085871623822,240.37681165053843,20269.04483559817,1334.714521520881,3713.73623349617,1,0,BENIGN
TCP,9838,48438,20704.922057227428,11,11,215.73324279184786,250.97273434259114,31.10552904664686,15.524664681118814,58130.196084343785,2217.8168001209233,1091.9249377586457,0,1,BENIGN
ICMP,38600,11295,16950.124969625755,6,12,230.56637266382026,202.25119415452554,17.23870413027209,101.22578419228692,137488.33788167787,4580.88285801337,1711.030111649525,0,1,BENIGN
ICMP,52152,26426,734412.3748554407,10,11,242.37055352900376,127.34185788306517,153.37609171259675,53.68600581153414,32212.737002520164,4062.949941217773,1262.4588112751262,0,1,BENIGN
UDP,52593,3176,1190841.8348567544,11,15,100.01112296475637,152.06855280980974,117.32129548927583,39.78208102944514,155039.29218667204,2490.0369610616526,727.106181844682,0,1,Attack
TCP,36825,40618,2849771.8818477835,10,8,296.4463824842727,123.60966970967698,33.57977314309788,18.04957557970406,62042.39916129906,1243.8864641319215,799.944892645703,1,0,BENIGN
TCP,33074,45242,197377.47138509207,10,10,430.748213599301,119.17236244863827,21.830322465629003,50.841231667717395,62240.58639613144,5707.276318951324,2137.8258709602537,0,1,BENIGN
ICMP,47116,27776,108987.98635491781,14,9,177.04504296383513,57.29658848368116,94.95596735553774,115.76078918810924,94455.83986353017,603.3599950683388,530.4696671861449,0,1,BENIGN
TCP,32089,9426,53493.50985280721,13,6,243.84673808415664,250.42526314189212,82.10204009252014,23.1971230582224,175186.30370711524,2123.01847288966,1917.9288307436475,1,0,BENIGN
TCP,28113,26014,572774.7587712234,7,19,206.10238051144972,67.31254264192094,143.6890501218387,118.84184735367101,143495.11675584406,958.290113773754,399.4236521173527,1,0,BENIGN
TCP,26300,27929,975901.0627437467,13,6,157.73795227709527,559.5957003980035,89.06184567133877,66.75898094614335,83259.22287641755,3050.3613043605046,4830.363629614949,0,1,BENIGN
ICMP,34458,44991,1836045.937809532,12,9,139.83113249370157,232.80229609504963,46.50837886381425,105.6783579197748,141150.6008438498,3523.973708844172,2541.2764958904654,0,1,BENIGN
UDP,58862,41213,1147733.8869791331,7,10,179.4518063439534,117.83284709495273,41.08708678085852,71.14600259727612,125621.92518060342,134.08628138815536,2118.424472338027,1,1,BENIGN
UDP,30064,8211,233649.53271956465,15,8,428.4741609494448,123.8551576737688,28.570379072555134,226.77248007187922,79457.7099410823,2675.00577400015,684.8972530972433,0,1,BENIGN
TCP,3918,2760,619469.981625918,12,15,27.73574996590166,88.90655805999612,68.27987767453877,89.63447530769632,211021.05311283132,1416.2528318090908,831.844399376877,1,1,BENIGN
UDP,56233,16092,2411801.324699054,10,14,411.8128988797653,176.32008387063863,22.127021614272834,68.95230457698936,353700.1068262723,2335.7988559512673,861.5016334432329,0,0,BENIGN
ICMP,57764,54408,395625.2721871155,8,7,20.62222727627279,376.8187900459222,131.14447242896583,159.0820969365009,24387.14537026159,110.41685833345647,1874.2293218153416,1,0,BENIGN
ICMP,2937,57567,690611.1292421354,9,8,120.77830850074432,117.10286704282589,176.74627026811675,110.18816602055573,68132.28020947026,2357.871692045232,2373.546887381177,0,0,BENIGN
UDP,36631,3,3183637.421066991,6,8,241.523867140873,74.1452413560144,90.64162596865421,148.0568708452967,38986.697416186464,2326.4807593625396,154.92722755253766,1,1,BENIGN
UDP,14507,57283,1326924.1938447997,5,12,318.7726853763846,169.80683890007242,114.23857977240618,29.32135482234493,104388.54635806003,2290.99866472926,4001.064867055372,1,1,BENIGN
TCP,28806,50412,1377296.5060711545,15,8,167.06489852555825,117.01450057713967,42.28745778844921,44.35602255445814,94605.33213137284,2577.2908716318652,512.7389153982535,1,0,Attack
UDP,14319,40959,290798.93069606,13,7,368.6403422683531,172.55880288286744,66.67702834174457,168.1074563535606,55818.19566073484,4207.456665239194,2669.0373620223504,0,1,BENIGN
TCP,48069,62294,535627.527766378,14,5,272.34950013351227,412.9675361223173,52.93396852601664,241.75311803845656,59230.57164395592,2736.5140258980177,3564.6949540888904,0,0,BENIGN
TCP,26027,30161,85930.68452638463,10,7,89.43336335334325,438.11436407462867,115.8205147755503,34.290445525729666,81109.86431662457,5236.496948469116,416.2193963783158,0,0,BENIGN
ICMP,27673,20708,932739.9491190045,5,15,373.1869634314878,727.752800980289,18.81993841886042,109.66628967786563,82899.82715209805,524.1979060510478,762.5115871787717,0,0,BENIGN
ICMP,38418,15249,109513.75570092759,8,10,268.1022871811045,298.34467681987,54.09598879386831,90.26409401539553,113294.71100867563,921.6676494507046,2637.8749044948004,0,1,BENIGN
ICMP,52414,5774,1807337.6750709186,6,16,196.87493002700185,266.79488977620343,51.5255092256623,25.99993641276671,34038.62911706816,399.9545753673389,3859.50732450018,1,0,BENIGN
ICMP,58509,12787,1684990.3959614155,11,8,40.35544250676904,117.86945429797785,35.20179657690163,90.31151208225081,68683.41930934269,396.7442322835373,3029.0128909657547,1,1,Attack
UDP,65067,51721,762722.5812318875,11,11,81.6612927528454,109.3983413584202,5.037362332597583,97.83395912608171,99155.58448670463,391.66443511303925,431.62247567571063,1,1,BENIGN
ICMP,59214,15038,152179.66228902774,7,13,283.8569617097274,125.46297981460768,126.5068156520152,9.716648534371767,82947.99604580148,2407.0158290242935,2253.122581733044,1,1,Attack
